word,page,radical,count,code,hanyu
󲹳,383,󳜹,4,dgjxb,（土坎）
󲹴,41,󳜹,5,dgkxb,（庄稼）损失
󲹵,55,󳜹,5,dfjxb,拜寄
󲹶,58,󳜹,5,dkhxb,马
󲹷,87,󳜹,5,dfjxz,（虎杖（俗称酸汤杆，一种野生植物）
󲹸,93,󳜹,5,dekxb,阵（量词）
󲹹,111,󳜹,5,dffxb,（石榴）
󲹺,119,󳜹,5,aghgxn,1、打（土坯）；2、擀（香）；
󲹻,127,󳜹,5,dghfxz,用手肘拐（使人注意）
󲹼,128,󳜹,5,dffxm,约、约定、决定；
󲹽,130,󳜹,5,dkyxn,1、戒（烟酒等）；2、荡（刀子）；
󲹾,197,󳜹,5,dgkxb,几乎、差点儿
󲹿,260,󳜹,5,dgkxv,（蜂）蜡
󲺀,270,󳜹,5,dgkxb,（蜂）房
󲺁,278,󳜹,5,dfthxz,1、（味）鲜美；2、香味、好吃；
󲺂,305,󳜹,5,dgjhxc,拌
󲺃,308,󳜹,5,aekxn,（生血菜（用猪、鸡血等的生血加盐、香料拌合生吃））
󲺄,311,󳜹,5,dthjxb,（遮）荫
󲺅,321,󳜹,5,dhhggxc,花（斑纹）
󲺆,330,󳜹,5,,重字
󲺇,358,󳜹,5,dhgggxb,（也许、可能）
󲺈,359,󳜹,5,dghhgxn,（乌龟）
󲺉,376,󳜹,5,dfhgxb,（稀（烂））
󲺊,379,󳜹,5,dhghgxb,1、（花）蕾；2、骨朵；
󲺋,386,󳜹,5,dgkxb,（杨梅）
󲺌,18,󳜹,6,dfhfxz,（丢脸、丢丑）
󲺍,180,󳜹,6,dfhghxc,（可惜）
󲺎,292,󳜹,6,dgkhxb,怕
󲺏,377,󳜹,6,dhffxb,朵（量词）
󲺐,83,󳜹,7,dgffgxm,渗透
󲺑,125,󳜹,7,dfhfhxb,痰、唾沫
󲺒,314,󳜹,9,dffhfhxb,瘾
󲺓,30,󳜺,2,dfxz,1、（另外）；2、（人名、地名用字）；
󲺔,48,󳜺,2,dixn,（被子）
󲺕,91,󳜺,2,ddxm,枪
󲺖,112,󳜺,2,dvxm,（捣衣棍）
󲺗,114,󳜺,2,dgxn,（呕）心
󲺘,161,󳜺,2,dgxz,说（引述式）
󲺙,166,󳜺,2,dfxm,挣、拼搏
󲺚,179,󳜺,2,dhxz,过（时态助词）
󲺛,202,󳜺,2,ddxm,蒙
󲺜,234,󳜺,2,dpxb,蒂
󲺝,234,󳜺,2,dhxz,替
󲺞,264,󳜺,2,dhxm,椆（diāo）（树）
󲺟,281,󳜺,2,dtxz,1、角；2、边；
󲺠,290,󳜺,2,dtxb,1、林（木）；2、（海拔高的地方）；3、（古代部落首领人名用词）；4、（古代部落名用词）；5、（彝语地名用词）；6（茂盛）；
󲺡,299,󳜺,2,ddxn,喧闹
󲺢,305,󳜺,2,dhxm,（1、先生；2、师傅；）
󲺣,318,󳜺,2,dgxb,1、爬（行）；2、（蠕动）；
󲺤,348,󳜺,2,duxb,关（自动）
󲺥,377,󳜺,2,dgxn,跳纱
󲺦,382,󳜺,2,dhxz,站（使动）
󲺧,389,󳜺,2,dyxn,培育、护育
󲺨,36,󳜺,3,dugxm,锅铲
󲺩,36,󳜺,3,dghxm,家
󲺪,51,󳜺,3,dbxn,1、拈；2、挑；
󲺫,59,󳜺,3,dioxm,赠送、馈赠；
󲺬,79,󳜺,3,dooxm,狠
󲺭,81,󳜺,3,dfgxm,1、（词尾）子；2、（磨担秋）；
󲺮,85,󳜺,3,ljxz,怂恿、唆使
󲺯,98,󳜺,3,dhfxm,超度
󲺰,111,󳜺,3,ddgxm,（臀部）
󲺱,112,󳜺,3,dfxn,（先前）
󲺲,128,󳜺,3,degxm,结拜（弟兄）
󲺳,128,󳜺,3,dtuxn,供奉、祭奠（神灵）
󲺴,134,󳜺,3,dggxm,（马蜂）
󲺵,135,󳜺,3,dhyxn,（雾）笼罩
󲺶,139,󳜺,3,didxm,拍、抖
󲺷,143,󳜺,3,dhjxb,（旁边）
󲺸,171,󳜺,3,dgixz,（规矩、礼节）
󲺹,191,󳜺,3,duhxm,（叽哩（象声词）蟋蟀叫声）
󲺺,198,󳜺,3,dihxm,（泸沽湖）
󲺻,200,󳜺,3,dqfxm,（平安、顺利）
󲺼,201,󳜺,3,dihxc,1、龙；2、辰（地支的第五位）；3、（高兴）；4、（腊鲁（彝族支系））；5、（福禄）；6、（鲁弘（古彝族的一个部族名称）；7、（彝族人名地名用词）；
󲺽,207,󳜺,3,ditxm,拍（手）
󲺾,209,󳜺,3,dhhxc,（云雀）
󲺿,209,󳜺,3,dgdxm,刷（子）
󲻀,219,󳜺,3,dghxm,1、一瞬间；2、（眼睁睁）；
󲻁,219,󳜺,3,dhhxc,燃
󲻂,231,󳜺,3,dftxm,夹
󲻃,234,󳜺,3,dhpxb,（肚）脐
󲻄,240,󳜺,3,dghxz,此、这、今
󲻅,247,󳜺,3,dhgxm,1、相互；2、（合伙）；
󲻆,247,󳜺,3,dghxm,真
󲻇,253,󳜺,3,dvmxv,移动
󲻈,256,󳜺,3,dhdxm,瞅（人）
󲻉,263,󳜺,3,depxm,试（验）、（尝）试
󲻊,263,󳜺,3,dthxm,考试
󲻋,265,󳜺,3,dhgxz,升（名、量词）
󲻌,269,󳜺,3,dhgxm,抠
󲻍,273,󳜺,3,dmmxb,晾、摊
󲻎,274,󳜺,3,dhtxm,沟
󲻏,274,󳜺,3,dgtxv,1、（从上而下）铲；2、刮（东西）；
󲻐,285,󳜺,3,ddhxb,（立即、即刻）
󲻑,285,󳜺,3,djxm,殡
󲻒,285,󳜺,3,dhixm,（白生生）
󲻓,294,󳜺,3,dhgxb,皮
󲻔,295,󳜺,3,dpvxm,疤痕
󲻕,303,󳜺,3,douxn,勾引
󲻖,306,󳜺,3,dioxm,虱子
󲻗,309,󳜺,3,dhhxb,1、（整）齐；2、（满满尖尖）；
󲻘,309,󳜺,3,dghxb,（五行）
󲻙,309,󳜺,3,dyhxb,光（华）
󲻚,314,󳜺,3,ddgxz,（朋友、伙伴）
󲻛,316,󳜺,3,dthxn,恶
󲻜,315,󳜺,3,dhhxm,犯（人）
󲻝,317,󳜺,3,djhxz,夫（妻）
󲻞,317,󳜺,3,dthxb,痒
󲻟,347,󳜺,3,dghxm,盾
󲻠,348,󳜺,3,dhyxb,（壁虎）
󲻡,351,󳜺,3,dthxz,追、赶、撵；
󲻢,362,󳜺,3,dghxz,1、（地椒，一种香料）；2、（明年）；3、（早晨）；
󲻣,369,󳜺,3,djxz,模糊
󲻤,380,󳜺,3,dqqxm,风
󲻥,382,󳜺,3,ddgxn,莓
󲻦,2,󳜺,4,dkxb,（霍麻）
󲻧,8,󳜺,4,dhhgxm,1、绸缎；2、茧；
󲻨,8,󳜺,4,ddhgxz,1、波动、沸腾；2、波（名词）；
󲻩,21,󳜺,4,dpjxn,掌
󲻪,24,󳜺,4,dpppxb,（茯苓）
󲻫,25,󳜺,4,ajgxb,条
󲻬,41,󳜺,4,dqjxm,1、帮、伙、班、队（量词）；2、（附属品）；
󲻭,41,󳜺,4,dghixm,滚
󲻮,66,󳜺,4,dfhxb,藏
󲻯,71,󳜺,4,dddgxn,蚂蝗
󲻰,72,󳜺,4,dghhxz,排、行
󲻱,82,󳜺,4,dgjxz,（1、入赘；2、招赘；）
󲻲,97,󳜺,4,dphhxn,（赤陀（古彝族不知名））
󲻳,110,󳜺,4,dphgxm,能干
󲻴,115,󳜺,4,dgfgxc,嘶哑
󲻵,120,󳜺,4,djixm,嘘（象声词）
󲻶,124,󳜺,4,dgjxz,（公婆）
󲻷,137,󳜺,4,dghgxm,闰（年、月）
󲻸,140,󳜺,4,dghuxm,刻
󲻹,161,󳜺,4,ddgqxm,（风箱）
󲻺,169,󳜺,4,dgghxn,蛰（动词）
󲻻,186,󳜺,4,dhfgxm,漂（洗）
󲻼,188,󳜺,4,dgthxn,祈求
󲻽,194,󳜺,4,dfhxz,要
󲻾,219,󳜺,4,dhgqxm,檩（lin）（屋上托住椽子的横木）
󲻿,226,󳜺,4,dghgxc,1、占（卜）；2、算；
󲼀,233,󳜺,4,dhggxm,（腰身）
󲼁,233,󳜺,4,dyhgxz,差（欠）
󲼂,236,󳜺,4,ddghhxz,打搅
󲼃,238,󳜺,4,dyghxc,交付
󲼄,258,󳜺,4,dddgxz,剔
󲼅,258,󳜺,4,dghtxv,（马爵环）
󲼆,263,󳜺,4,dhjxm,黍、小米
󲼇,276,󳜺,4,dgdgxc,通知、告诉
󲼈,281,󳜺,4,dthhxb,（骄傲）
󲼉,282,󳜺,4,dghoxm,1、弩；2、箭；
󲼊,291,󳜺,4,dhgqxm,（1、空亡（旧时指祀神落空）；2、穷光蛋；）
󲼋,315,󳜺,4,dgthxv,（糊臭）
󲼌,323,󳜺,4,dighxm,元（量词）
󲼍,330,󳜺,4,dghhxm,1、宠、娇惯；2、（撒娇、娇气）；
󲼎,331,󳜺,4,dgthxb,扯
󲼏,339,󳜺,4,ddxm,1、神气；3、（重叠词缀）；
󲼐,361,󳜺,4,dhghxc,好色
󲼑,369,󳜺,4,ddghxb,搅
󲼒,374,󳜺,4,dvghxc,（词头）
󲼓,387,󳜺,4,djyxb,（葡萄）
󲼔,8,󳜺,5,dfjxb,（包谷）
󲼕,10,󳜺,5,dddgpxn,（梭子）
󲼖,91,󳜺,5,dhqhqxm,（蘸（zhan）水）
󲼗,138,󳜺,5,dfjxm,1、命（名）；2、作（记号）；
󲼘,168,󳜺,5,dgjgxz,（厅堂）
󲼙,186,󳜺,5,ddfxm,（舅娘）
󲼚,203,󳜺,5,difjxc,（1、（洛纳阿阔。（人名））；2、（尖刀草）；）
󲼛,203,󳜺,5,ddfhxm,牢（监牢、监狱）
󲼜,206,󳜺,5,dddxm,脾脏
󲼝,209,󳜺,5,dhgfxm,缝补
󲼞,221,󳜺,5,dfdxm,允（许）
󲼟,221,󳜺,5,dddxm,（日）落
󲼠,228,󳜺,5,digjxm,株（量词）
󲼡,232,󳜺,5,dghggxv,迈（步）
󲼢,237,󳜺,5,dghhhxn,（形容词缀）
󲼣,240,󳜺,5,dgjhxz,鹿
󲼤,262,󳜺,5,dghgghxn,（稀泥、泥巴）
󲼥,264,󳜺,5,dhgfxn,灵柩
󲼦,293,󳜺,5,dgjgxm,床
󲼧,301,󳜺,5,dgkxb,1、泥（土）；2、土（五行数）；
󲼨,311,󳜺,5,dffxm,1、影子；2、哎，卦名：指“乾”卦；（哎哺，古代部落名，世代名）
󲼩,312,󳜺,5,dghghxm,隐痛
󲼪,319,󳜺,5,dghghxm,扣
󲼫,325,󳜺,5,dfdgxc,贪（吃）
󲼬,325,󳜺,5,dthfxm,（木姜）
󲼭,329,󳜺,5,dgkxv,敢
󲼮,356,󳜺,5,dgpghxc,（词缀，（很有精神））
󲼯,363,󳜺,5,dhgghxm,（洞房）
󲼰,387,󳜺,5,djhhxc,（苍蝇）
󲼱,12,󳜺,6,dijogxm,蛙类
󲼲,84,󳜺,6,dqhgghxn,管教
󲼳,137,󳜺,6,djgjxm,1、筒、墩；2、把（量词）；
󲼴,153,󳜺,6,dfdxm,（角落）
󲼵,199,󳜺,6,dhgghtxm,1、积（水）（动词）；2、坑、塘（名词）；3、坑、塘（量词）；
󲼶,211,󳜺,6,dhhgggxz,移动
󲼷,279,󳜺,6,dgjgdxm,（老虎）
󲼸,287,󳜺,6,dygfhxc,张着腿用力（蹬地）
󲼹,301,󳜺,6,dhffxc,（（搭在马鞍上的）褥子）
󲼺,305,󳜺,6,dfdxm,短
󲼻,315,󳜺,6,dhghthxv,收、拾
󲼼,4,󳜺,7,dgffgxm,（全部）
󲼽,136,󳜺,7,djgjhxm,踢（足球）（被动）
󲼾,224,󳜺,7,dghgkxm,1、收打（庄稼、果实）；2、钉（动词）；
󲼿,230,󳜺,7,dhgjjxc,治（理）
󲽀,296,󳜺,7,dgjjgxz,折磨
󲽁,304,󳜺,7,dthhhhhxb,（黏胶（捕鸟用的）
󲽂,152,󳜺,9,dghghghghxm,强健
󲽃,348,󳜻,2,ahxz,前（房前、周围）
󲽄,308,󳜻,3,ajxz,（朋友）
󲽅,53,󳜻,5,afjxv,（烧）焦
󲽆,360,󳜻,5,aqkxv,饿
󲽇,120,󳜼,2,yhxn,土壤
󲽈,322,󳜼,2,yuxn,最（好）
󲽉,384,󳜼,2,ydxz,1、鼠；2、子（地支的第一位）；
󲽊,37,󳜼,3,yhyxn,吻
󲽋,64,󳜼,3,yddxn,通知
󲽌,72,󳜼,3,ypuxn,赢
󲽍,77,󳜼,3,yuhxn,（赘婿）
󲽎,103,󳜼,3,yyhxn,（木盔（餐具））
󲽏,118,󳜼,3,yyhxz,1、（手、脚）甲；2、爪子；3、齿；
󲽐,121,󳜼,3,ygjxn,（佩服）
󲽑,127,󳜼,3,ygfxn,（杜鹃鸟（布谷鸟））
󲽒,129,󳜼,3,yjhxn,镶牙
󲽓,162,󳜼,3,yfhxz,褂（子）
󲽔,162,󳜼,3,yvgxc,（故事）
󲽕,182,󳜼,3,yhgxn,（庄稼地里的杂草）
󲽖,195,󳜼,3,yygxn,颈、项（脖子）
󲽗,274,󳜼,3,ypuxn,（睡觉）
󲽘,288,󳜼,3,yhmxn,（无精打采、有气无力）
󲽙,303,󳜼,3,ydtxb,（纪念、留念）
󲽚,368,󳜼,3,dpfxn,类、伙等人
󲽛,1,󳜼,4,yuthxn,茧
󲽜,4,󳜼,4,yjyxn,可能
󲽝,10,󳜼,4,yyygxn,绵（食物韧绵、嚼不烂）
󲽞,11,󳜼,4,ythuxn,肚子（腹部）
󲽟,20,󳜼,4,yufxn,页（码）
󲽠,23,󳜼,4,ygthxn,嘭（象声词）
󲽡,77,󳜼,4,yjuxn,（犁板）
󲽢,114,󳜼,4,ypghxc,（膀胱）
󲽣,,,,,重字
󲽤,126,󳜼,4,yythxn ,（饭盒（盛饭的餐具）
󲽥,150,󳜼,4,ythkxn,1、愿意；2、爱、好（吃）；
󲽦,156,󳜼,4,yhghxn,发酵
󲽧,192,󳜼,4,yjgxn,1、钻（孔、眼）；2、锥；
󲽨,213,󳜼,4,yyyuxn,泼（水）
󲽩,227,󳜼,4,yvyhxc,罐（子）
󲽪,264,󳜼,4,yyuhxz,1、（燕麦）；2、（野麦子（生长在麦地里的）；
󲽫,264,󳜼,4,yhjxv,坪（草坪）
󲽬,288,󳜼,4,yhjxn,1、褴褛（lanlv）；2、（木渣）；3、翠绿色；
󲽭,291,󳜼,4,ythhxv,（瘦）
󲽮,300,󳜼,4,yghgxn,1、钳（子）；2、搛（jian）夹；
󲽯,325,󳜼,4,yhthxz,1、（手镯）；2、（招古，彝族撒尼支系一种祭祀活动的名称）；
󲽰,349,󳜼,4,yjthxz,串（量词）
󲽱,55,󳜼,5,ygpghxn,黑粉
󲽲,90,󳜼,5,yphthxv,掘
󲽳,96,󳜼,5,yhfhgxn,（脚）碓（dui）
󲽴,128,󳜼,5,yjhuxn,（柏松）
󲽵,184,󳜼,5,yyfhxn,任随
󲽶,199,󳜼,5,yhmmuxn,耳（朵）
󲽷,203,󳜼,5,ywhhhxz,粒
󲽸,220,󳜼,5,yhgfxv,炸、响
󲽹,242,󳜼,5,yfhuxn,1、杆（名词）；2、杆（量词）；
󲽺,286,󳜼,5,yvyhjxn,（罢了、算了）
󲽻,287,󳜼,5,yghhhxz,机（器）
󲽼,304,󳜼,5,ykuxn,洼（陷）
󲽽,307,󳜼,5,ykfxn,1、（凉爽）；2、（蓑衣）；
󲽾,312,󳜼,5,yukxz,针
󲽿,323,󳜼,5,ythgjxn,（但是）
󲾀,361,󳜼,5,yphthxv,摸（黑）
󲾁,34,󳜼,6,yighouxn,1、锤子；2、（蜥蜴）；
󲾂,35,󳜼,6,yythgjxz,（地椒（一种香料，子粒可治沙眼）
󲾃,97,󳜼,6,ythjthxv,废、旧
󲾄,97,󳜼,6,yugdxz,（形容词缀）（苦殷殷）
󲾅,220,󳜼,6,yhgfgxn,空（空碗）
󲾆,275,󳜼,6,yjughxn,里边（方位词）
󲾇,69,󳜼,7,ypgffxn,（人名用词。（濮迂，（人名，笃慕第十代孙，与克博、鲁岱同为三兄弟）））
󲾈,196,󳜼,7,yuhggggxz,1、着（用在动词后面作嘱咐语气）；2、吗（表示疑问）；
󲾉,344,󳜼,7,ycjyhxn,凹
󲾊,374,󳜼,7,yipghogxn,（稍微）
󲾋,27,󳜽,2,umxz,1、（土）地；2、濮（人；3、（武濮所，古彝人的一个部族名；4、（濮吐珠液，彝语称贵州盘江，即北盘江上游）；
󲾌,81,󳜽,2,upxn,（铃铛）
󲾍,37,󳜽,3,ugjxn,（黑）暗
󲾎,39,󳜽,3,umyxn,蚂（蚁）
󲾏,64,󳜽,3,uhyxn,盆
󲾐,70,󳜽,3,umgxn,犁（地）
󲾑,82,󳜽,3,uhvxn,里（量词）
󲾒,170,󳜽,3,ughxn,撮箕
󲾓,179,󳜽,3,ufyxn,台垫
󲾔,185,󳜽,3,uuhxz,1、换；2、蜕；
󲾕,232,󳜽,3,upyxn,瞪眼、鼓眼
󲾖,319,󳜽,3,ugfxn,1、（灶台）；2、（地名用词）；
󲾗,380,󳜽,3,uthxn,（怜悯、可怜）
󲾘,18,󳜽,4,ukxn,（脾气）
󲾙,26,󳜽,4,umghxn,（土块）
󲾚,102,󳜽,4,ughfxn,（故事）
󲾛,143,󳜽,4,ughyxn,碰
󲾜,228,󳜽,4,ujgxz,一带
󲾝,252,󳜽,4,uhhhxn,厌烦、厌恶
󲾞,131,󳜽,4,ujhhhxn,长工
󲾟,289,󳜽,4,ukgxn,（地球）
󲾠,297,󳜽,4,uhdthxn,1、爱；2、相爱；
󲾡,335,󳜽,4,uguguxn,抠
󲾢,345,󳜽,4,ukdxn,盖（被子）
󲾣,257,󳜾,2,igxm,（形容词缀）（红艳艳）
󲾤,281,󳜾,2,idxm,角（货币量词）
󲾥,321,󳜾,2,ioxm,（烟杆）
󲾦,4,󳜾,3,iogxn,让
󲾧,35,󳜾,3,igoxm,（瘪）
󲾨,53,󳜾,3,ifxm,1、女儿；2、（阿美妮，（远古时期、与耿奢哲（举奢哲）同时期人）；3、（阿美鲁洪，（彝族“六祖”第五位慕克克的十三世孙）；
󲾩,54,󳜾,3,iifxz,1、及；2、（赶上）；
󲾪,142,󳜾,3,ijtxm,暴露
󲾫,156,󳜾,3,ifxz,的
󲾬,194,󳜾,3,ipgxm,（蝼蛄[lóugū]）
󲾭,214,󳜾,3,ivhxc,腿
󲾮,222,󳜾,3,idhxm,融
󲾯,233,󳜾,3,ipfxm,经（吃、穿）、耐（用）
󲾰,272,󳜾,3,ifgxc,（元旦）
󲾱,277,󳜾,3,ifgxm,1、妻子、媳妇；2、嫁；
󲾲,292,󳜾,3,iopxn,1、倾（倾家）；2、（睡觉）；
󲾳,305,󳜾,3,ijhxz,1、野（禽、兽）；2、野生植物；
󲾴,310,󳜾,3,iogxz,（镰刀）
󲾵,315,󳜾,3,ipuxm,呃（语气词）
󲾶,322,󳜾,3,ighxm,1、臼（牙）；2、（嘎寺福，彝语指云南泸西县城）；
󲾷,326,󳜾,3,iifxm,蜷（缩）
󲾸,,,,,重字
󲾹,386,󳜾,3,igpxm,吆喝
󲾺,6,󳜾,4,iyhgxz,（门转轴、门闩）
󲾻,17,󳜾,4,igjxm,1、（外婆、外祖母）；2、（舅娘，舅妈）；
󲾼,47,󳜾,4,ioggxv,解（木板）（把木头变成木板）
󲾽,47,󳜾,4,ighjxn,繁衍
󲾾,107,󳜾,4,ijdxm,相抵、抵消
󲾿,130,󳜾,4,ifhxm,搭（棚、架子）
󲿀,151,󳜾,4,ighhxv,1、刨；2、砍；
󲿁,184,󳜾,4,iuhgxm,放任（牲畜散开吃草）
󲿂,185,󳜾,4,ioggxm,哮喘
󲿃,191,󳜾,4,ilvhxm,刺杀
󲿄,201,󳜾,4,iofxn,雄性（专指羊）
󲿅,202,󳜾,4,ihhhxm,闷、闭（气）
󲿆,232,󳜾,4,iofxc,1、（强制性的）喊（人）；2、（督促）；
󲿇,244,󳜾,4,igghxm,1、次、回、届（量词）；2、（作阿级堵。（彝族的地名））；3、（作洛级，（人名用词））；
󲿈,276,󳜾,4,ioioxm,间隔、距离
󲿉,318,󳜾,4,ighdxm,捉、拿；
󲿊,319,󳜾,4,ifsxm,抽打
󲿋,353,󳜾,4,igjxm,医治
󲿌,358,󳜾,4,iiigxz,柏（树）
󲿍,19,󳜾,5,ihfhxv,缺损
󲿎,111,󳜾,5,ijpgxm,脂（松脂）
󲿏,143,󳜾,5,ighfxv,绊
󲿐,155,󳜾,5,ihdxm,（从主干长出来的枝芽）
󲿑,164,󳜾,5,ifkxv,（昆虫）
󲿒,199,󳜾,5,idhxm,1、（毕摩的法帽）；2、（洛玻思齿液，（鸭池河，在贵州黔西））；3、（乐作，彝族的一种舞蹈）；
󲿓,206,󳜾,5,iqqqhxm,挂子
󲿔,27,󳜾,6,idphxc,胀
󲿕,109,󳜾,6,ipghghxm,习惯
󲿖,115,󳜾,6,ijgjxv,（用刀）修削
󲿗,150,󳜾,6,igojugxn,勤
󲿘,115,󳜾,7,igjjhxc,（芫荽）
󲿙,99,󳜾,8,ikgkxv,1、编织；2、（组织（名词））；
󲿚,353,󳜿,2,ojxm,枕（头）
󲿛,4,󳜿,3,opixm,阴门
󲿜,313,󳜿,3,oogxz,（关系）
󲿝,341,󳜿,4,oiugxz,1、断；2、破；3、伤（心）；
󲿞,357,󳜿,4,othixm,（（枪）扳机）
󲿟,248,󳜿,6,oghipfxn,肥
󲿠,354,󳝀,1,yxz,1、甩；2、甩开；
󲿡,5,󳝀,2,yvxz,（平面物体扭）翘
󲿢,8,󳝀,2,yhxz,排（水）
󲿣,58,󳝀,2,yjxz,（洋芋）
󲿤,70,󳝀,2,yjxn,1、豺；2、狼；
󲿥,76,󳝀,2,yqxn,远
󲿦,108,󳝀,2,ywxn,闯入
󲿧,105,󳝀,2,ygxc,上级
󲿨,114,󳝀,2,yhxz,1、（形容性格孤僻）；2、隐约；
󲿩,118,󳝀,2,yixz,（鱼）鳞
󲿪,132,󳝀,2,yhxz,1、（鲁朵（1、卦名，指《八卦》中的震、巽（xun）二卦；2、远古部族名，（这个部族首先把野兽驯化成家畜）；3、传说中的山精；4、凶煞神；）；2、让；
󲿫,158,󳝀,2,,重字
󲿬,195,󳝀,2,yjxz,坍塌
󲿭,275,󳝀,2,ypxc,铃
󲿮,289,󳝀,2,yhxn,融化
󲿯,294,󳝀,2,ygxz,1、（（门）楣）（就是正门上方门框上部的横梁，一般都是粗重实木制就）；2、（过分）；
󲿰,309,󳝀,2,yhxc,（傣族（摆夷））
󲿱,320,󳝀,2,yjxc,拾、捡
󲿲,324,󳝀,2,ygxn,（脊）背
󲿳,326,󳝀,2,ygxz,收缩
󲿴,356,󳝀,2,ygxz,（口）味
󲿵,363,󳝀,2,yvxn,（群众、百姓）
󲿶,364,󳝀,2,yhxc,收缩
󲿷,368,󳝀,2,yyxz,拉
󲿸,3,󳝀,3,ygdxm,剩
󲿹,3,󳝀,3,ygdxm,1、渣；2、（糊状）；3、（不清洁，不干净，不卫生）；
󲿺,6,󳝀,3,yfgxc,绊
󲿻,9,󳝀,3,yfxz,返、回
󲿼,9,󳝀,3,yghxc,蒙（鼓）（动词）
󲿽,12,󳝀,3,yhhxc,（手）掌
󲿾,13,󳝀,3,yhgxz,1、毕（摩）；2、（毕摩祭祖灵）；3、（毕主哪慕格，彝族先民传说为比方的部族首领）；4、念诵；5、（崩遮博，山名，在云南新平、元江三县之间）；
󲿿,14,󳝀,3,yyfxn,（嘴）唇
󳀀,15,󳝀,3,yioxn,（背篓）
󳀁,18,󳝀,3,ypgxc,肿
󳀂,34,󳝀,3,yuhxz,1、（牛（斗架；2、（象声词（公羊追逐母羊发出的声音）；
󳀃,36,󳝀,3,yvfxn,（猫头鹰）
󳀄,36,󳝀,3,ygjxn,（你、我、他）的
󳀅,65,󳝀,3,yjjxn,左
󳀆,67,󳝀,3,ywgxn,1（束手无策、没有办法）；2、封；
󳀇,115,󳝀,3,yfxc,模仿、效仿
󳀈,118,󳝀,3,yhqxz,（大蒜）
󳀉,137,󳝀,3,yhyxn,（窝）
󳀊,137,󳝀,3,yyjxn,叠、摞（luo）
󳀋,137,󳝀,3,ygpxn,1、脓包；2、（凝结、凝固）；
󳀌,140,󳝀,3,yhvxn,1、他、她、它；2、其；2、其（其实、其中）；3、那（那一天）；
󳀍,152,󳝀,3,yqhxz,融、细（末）
󳀎,159,󳝀,3,yghxc,1、洞；2、坑；
󳀏,159,󳝀,3,yhjxz,（健壮）
󳀐,174,󳝀,3,yhpxn,弩
󳀑,181,󳝀,3,yjgxb,（脚后跟）
󳀒,189,󳝀,3,yjxz,（鲁朵（1、卦名，指《八卦》中的震、巽（xun）二卦；2、远古部族名，（这个部族首先把野兽驯化成家畜）；3、传说中的山精；4、凶煞神；）；
󳀓,191,󳝀,3,yghxz,船
󳀔,191,󳝀,3,yhgxc,烙（老）（穿）
󳀕,210,󳝀,3,yuhxz,烧（燃料）
󳀖,206,󳝀,3,yhtxv,两（量词）
󳀗,218,󳝀,3,yghxm,枣红色
󳀘,236,󳝀,3,yhdxm,姜
󳀙,258,󳝀,3,yhgxc,野鸡
󳀚,279,󳝀,3,yguxc,掰
󳀛,282,󳝀,3,ygdxm,坛
󳀜,290,󳝀,3,yhfxz,烦（闷）
󳀝,304,󳝀,3,yhuxn,凹
󳀞,304,󳝀,3,yhhxv,天上（古语）
󳀟,304,󳝀,3,yguxn,粘、贴
󳀠,316,󳝀,3,ythxc,（戒指）
󳀡,318,󳝀,3,yjxc,（语气助词）
󳀢,321,󳝀,3,yghxn,（树）枝
󳀣,335,󳝀,3,yghxz,罩
󳀤,344,󳝀,3,ygvxc,弯（曲）
󳀥,345,󳝀,3,yghxz,1、（很顽强）；2、（能沽，彝语指成都）；
󳀦,348,󳝀,3,yghxz,立（春）
󳀧,352,󳝀,3,ypgxc,（头）颅
󳀨,362,󳝀,3,yhgxc,（粥）
󳀩,12,󳝀,4,yhjhxn,1、（花）朵；2、朵（量词）；
󳀪,12,󳝀,4,yhwyxn,诉（说）
󳀫,13,󳝀,4,yggxn,（云南）
󳀬,18,󳝀,4,yfgxn,1、礼仪；2、制度；
󳀭,18,󳝀,4,yfuxn,1、爵禄；2、碑刻；
󳀮,23,󳝀,4,yhfxn,方法、办法、措施
󳀯,26,󳝀,4,ygfxn,糊涂
󳀰,27,󳝀,4,yghfxn,穿（针，东西）
󳀱,45,󳝀,4,yghgxv,拱（猪拱地）
󳀲,57,󳝀,4,yjhxc,（1、规整；2、严实；）
󳀳,59,󳝀,4,yhjxn,（沙子、砂子）
󳀴,62,󳝀,4,ypghxm,（木姜）
󳀵,72,󳝀,4,yfhxn,1、左方；侍从
󳀶,81,󳝀,4,yhpgxc,段、截（量词）
󳀷,104,󳝀,4,yfhxz,（高粱）
󳀸,109,󳝀,4,ygjxz,融（煮融）
󳀹,113,󳝀,4,yghgxn,容器
󳀺,115,󳝀,4,yjghxm,（醋）
󳀻,116,󳝀,4,yyggxb,1、记号；3、（黑痣）；
󳀼,117,󳝀,4,ygfgxm,舒服、好过
󳀽,122,󳝀,4,yghhxn,（招待）
󳀾,133,󳝀,4,yghhxn,（牵幼儿学走路用语、意思时“行啊”）
󳀿,134,󳝀,4,hghhxc,传递
󳁀,139,󳝀,4,yhuhxn,现（呈现）
󳁁,141,󳝀,4,ygugxn,相对
󳁂,145,󳝀,4,ykxc,（黄果）
󳁃,152,󳝀,4,ygdhxz,1、（形容词缀）；2、得（副词）；
󳁄,167,󳝀,4,yhgixm,吞、咽
󳁅,169,󳝀,4,yhggxc,（小孩子）怕
󳁆,180,󳝀,4,yghdxm,1、嫩；2、软；
