word,page,radical,count,code,pinyins,hanyu,hanyukey
󳂅,352,󳝀,5,yhhhpxn,威宁:ŋgu³³、ŋgu²¹/石林:gɐ²¹/红河:go³³/巍山:ɣᴀ²¹/喜德:ŋgɯ³³/楚雄:go²¹/禄劝:ŋgʼo³³/大方:ŋgu³³/石屏:go³³/永仁:go²¹/禄劝:ŋgʼo³³/大方:ŋgu³³/石屏:go³³/永仁:go²¹/盘县:ŋgʊ³³/隆林:ŋgu⁵³/毕节:ŋgu³³,1、荞；2、（个旧，彝语称个旧）；,荞/（个旧，彝语称个旧）；
󳂆,357,󳝀,5,yththxn,威宁:ŋo¹³/红河:le⁵⁵/石屏:per²¹/巍山:ao⁵⁵/喜德:ŋa⁵⁵/盘县:ŋur²¹/大方:me³³/毕节:ŋo¹³,撬,撬
󳂇,363,󳝀,5,yfhgxn,威宁:xo⁵⁵/大方:xo⁵⁵/石屏:tɤ³³/毕节:xo⁵⁵,（灯盏）,（灯盏）
󳂈,374,󳝀,5,ygghuxz,威宁:ɣɯ²¹,吉利,吉利
󳂉,4,󳝀,6,ythujxn,红河:pe²¹/毕节:kʼa⁵⁵,1、刁难；2、诡辩；,刁难/诡辩；
󳂊,6,󳝀,6,yhhhhhxc,威宁:pa³³/石林:pe³³/红河:per³³/巍山:tɕæ²¹/喜德:dzɛ²¹/楚雄:pɛ³³/禄劝:par²¹/大方:pa³³/石屏:per³³/永仁:pa³³/隆林:pʼe²¹/毕节:pa¹³,碗,碗
󳂋,57,󳝀,6,yjgjxn,威宁:mo²¹/石屏:ʑi³³/隆林:ɣi⁵³/大方:mʊ²¹/毕节:mo²¹,1、（图影、属相）；2、（鄂莫，古彝人的一个部落）；,（图影、属相）/（鄂莫，古彝人的一个部落）；
󳂌,77,󳝀,6,yffgxn,威宁:vu¹³/红河:pɤ³³/巍山:fu²¹/喜德:vu⁵⁵/大方:vɐ¹³/石屏:xɯr²¹/永仁:xɯ⁵⁵/盘县:vur²¹/隆林:ɣɯ⁵⁵/毕节:vu¹³,泡沫,泡沫
󳂍,83,󳝀,6,yhhhghxn,石林:tso⁵⁵/巍山:ɕi⁵⁵/毕节:tʼɪ³³,戏,戏
󳂎,87,󳝀,6,yffjxn,石屏:tsɤ²¹/大方:ɳɖʊ⁵⁵,（可爱）,（可爱）
󳂏,104,󳝀,6,yffgxn,威宁:dzʊ²¹、dzu³³/石林:tsɐ²¹/红河:tso⁵⁵/巍山:ha⁵⁵/喜德:dza³³/楚雄:dzo³³/禄劝:dzo²¹/大方:dzʊ²¹/石屏:tso⁵⁵/永仁:dzo³³/隆林:dʑou²¹/毕节:dzʊ²¹,1、粮食；2、庄稼；,粮食/庄稼；
󳂐,210,󳝀,6,yggjhxn,威宁:ʈɯ⁵⁵/巍山:pʼi²¹/喜德:tɕɿ⁵⁵/楚雄:pʼi²¹/禄劝:tʂʼɚ⁵⁵/石屏:tʼe²¹/永仁:pʼɪe²¹/大方:tɯ⁵⁵/毕节:ʈɿ⁵⁵,1、编（动词）；2、辫（子）；3、（形容编织粗糙）；,编（动词）/辫（子）；3、（形容编织粗糙）；
󳂑,237,󳝀,6,ydhgxn,威宁:tsʼu³³/大方:pe¹³/毕节:tʂʼʅ³³,（猫，古语）,（猫，古语）
󳂒,237,󳝀,6,yhghhhxn,威宁:tsʼu³³/大方:bu³³/毕节:bu³³,绘,绘
󳂓,237,󳝀,6,ykgjxn,威宁:tʂʼu³³/红河:tɕʼo³³/巍山:mei³³/喜德:tɕʼɿ³³/禄劝:tʂʼɯ³³/石屏:tsʼo³³/隆林:tsʼɯ⁵⁵/毕节:tʂʼʅ²¹,画眉（鸟）,画眉（鸟）
󳂔,243,󳝀,6,yhjuhxn,楚雄:dʐa³³/石屏:dɯ²¹,（灰叶菜）,（灰叶菜）
󳂕,278,󳝀,6,yhkjxn,石屏:tɕʼi³³/大方:dʊ³³/毕节:xɯ⁵⁵,（能吃）,（能吃）
󳂖,279,󳝀,6,ygghioxn,红河:tɕʼi²¹/石屏:tɕʼi²¹/大方:ŋɯ³³/毕节:tɕʼi²¹,（（小声）抽泣）,（（小声）抽泣）
󳂗,284,󳝀,6,yghjghxz,威宁:tɕʼʊ⁵⁵/石林:kʼɐ⁵⁵/红河:tɕʼo²¹/巍山:kʼᴀ⁵⁵/喜德:mbᴀ³³/楚雄:tɕo⁵⁵/禄劝:tsʼɯ⁵⁵/大方:tɕʼu⁵⁵/石屏:tɕʼo²¹/永仁:ko⁵⁵/隆林:dou³³/盘县:tsʼɿ⁵⁵/毕节:tɕʼu³³,1、遮挡；2、挡,遮挡/挡
󳂘,293,󳝀,6,yghhjxz,威宁:dʑʊ²¹/石林:（ŋɛ³³）tʂa³³/红河:ko²¹/巍山:tʂa³³/喜德:gu²¹/楚雄:ŋə²¹/禄劝:ȵç²¹/大方:dʑu²¹/石屏:kor²¹/永仁:gɯ²¹/隆林:tɕo²¹/盘县:ŋdʐɪ⁵³/毕节:dʑu²¹,（藤子）,（藤子）
󳂙,360,󳝀,6,yjjhxn,威宁:xɪ¹³/石林:ɕi²¹/红河:ɕi²¹/巍山:xɤr²¹/喜德:ʂʅ⁵⁵/楚雄:ɕi⁵⁵/禄劝:ɕi³³/大方:xɛ¹³/石屏:ɕi²¹/永仁:ɕi²¹/隆林:xi⁵⁵/毕节:xɪ³³,1、新；2、辛（天干第八位）；,新/辛（天干第八位）；
󳂚,375,󳝀,6,yhgyhgxm,石屏:ʔe⁵⁵,（蝼蛄[lóugū]）,（蝼蛄[lóugū]）
󳂛,375,󳝀,6,yffyxn,石屏:ʔe⁵⁵/红河:ʔe⁵⁵/巍山:ai²¹/喜德:ɣa⁵⁵/毕节:tʂu³³,喂,喂
󳂜,50,󳝀,7,yjjjxn,喜德:mi³³,将要,将要
󳂝,68,󳝀,7,yffgjxz,石屏:fu³³/红河:fu⁵⁵/巍山:fu¹³/隆林:dʑə²¹/大方:dzɐ³³/毕节:fu³³,付（量词）,付（量词）
󳂞,163,󳝀,7,yfgufxn,威宁:dɯ²¹/红河:tʼɤ²¹/喜德:（tɤ³³）pu³³/禄劝:te²¹/石屏:tʼɤ²¹/大方:tɯ⁵⁵/毕节:tɤ²¹,砧板（菜墩）,砧板（菜墩）
󳂟,218,󳝀,7,yhkfxz,威宁:ɖo³³/石林:lɛ³³/红河:pʼɛ³³/巍山:nu⁵⁵/喜德:bu³³/楚雄:li³¹/石屏:ɖɤ²¹（li⁵⁵）/禄劝:ɳɖʼi⁵⁵/隆林:bu⁵³/大方:ɖɐ¹³/毕节:ɖu¹³,癞,癞
󳂠,224,󳝀,7,ygjgghxm,大方:ɳɪ¹³/红河:nɤ⁵⁵/巍山:hi⁵⁵/楚雄:tʂʼu²¹/禄劝:hi³³/石屏:xe²¹/隆林:hi²¹/盘县:nɯ²¹/毕节:nɪ³³,丑陋,丑陋
󳂡,259,󳝀,7,yfffxv,威宁:ʂu⁵⁵/大方:po³³/红河:bu³³/石屏:bu³³/隆林:bɯ⁵³/巍山:sɿr³³/毕节:ʂʅ⁵⁵,丝（线）,丝（线）
󳂢,272,󳝀,7,yffghxn,楚雄:tɕɛ²¹/石屏:ʔɤ³³/红河:dʑu⁵⁵/巍山:tɸ³³,（吹捧、奉承）,（吹捧、奉承）
󳂣,278,󳝀,7,yghupghxn,威宁:tɕʼi³³/巍山:tɕʼi³³/红河:ku²¹/石屏:ku²¹/大方:tɕʼi³³/毕节:tɕʼi³³,欺辱、欺负,欺辱、欺负
󳂤,305,󳝀,7,yyjdxn,威宁:ȵɯ³³se⁵⁵/红河:ʂɛ⁵⁵/巍山:ku²¹/喜德:ȵi³³/楚雄:ser⁵⁵/禄劝:sar⁵⁵/大方:ȵi³³/石屏:po³³/永仁:ser⁵⁵/隆林:ȵi⁵³/毕节:ȵi³³,蒸（饭）,蒸（饭）
󳂥,377,󳝀,7,yfhfhxc,威宁:ʔo³³/巍山:de²¹/喜德:dzɿ³³/禄劝:ŋdʐʼʅ³³/大方:ʔʊ³³/石屏:dzɣr³³te²¹/永仁:ɣo²¹/隆林:ȵdʑa⁵⁵/毕节:ŋo³³,揍,揍
󳂦,4,󳝀,8,yhyhhgthxn,红河:pe³³/巍山:dʑi²¹/禄劝:mbʼer⁵⁵/石屏:per³³/隆林:ŋdʐe²¹,分（櫱（niè））,分（櫱（niè））
󳂧,26,󳝀,8,yfhfhuxn,石屏:pʼu³³/喜德:tsʼɿ⁵⁵/隆林:pʼɯ³³,（家谱）,（家谱）
󳂨,102,󳝀,8,yffjuxn,石屏:dzo²¹/大方:m̩²¹/毕节:tɕʼi³³、mu²¹,（火药）,（火药）
󳂩,128,󳝀,8,yhgjgghxm,威宁:te¹³/石林:tɛ³³/红河:to³³/巍山:ta²¹/石屏:tɛ⁵⁵/隆林:tə³³/盘县:tɚ³³/大方:tie³³/毕节:tie³³,1、顿、放置；2、停放；,顿、放置/停放；
󳂪,154,󳝀,8,yfhhhghxn,石屏:de²¹/红河:tɤ⁵⁵/大方:ʈi³³/毕节:tɪ¹³,鼓（眼）,鼓（眼）
󳂫,185,󳝀,8,ygfhfhxn,威宁:ɬe⁵⁵/红河:ɬa⁵⁵/石屏:ɬᴀ⁵⁵/大方:ɸɯ⁵⁵/毕节:ɬe⁵⁵,祭（祖）,祭（祖）
󳂬,286,󳝀,8,ykgkxn,威宁:tɕʼɯ²¹/喜德:bo⁵⁵/毕节:tɕʼʊ²¹,（坟墓）,（坟墓）
󳂭,339,󳝀,8,yhfffxv,威宁:kʼɯ³³/喜德:pʼa³³/红河:pʼe²¹/石屏:pʼe³³/毕节:kʼu³³,分养（母畜）,分养（母畜）
󳂮,384,󳝀,8,yffughxn,威宁:ha³³/禄劝:tso³³/石林:tsɐ³³/红河:tʂo⁵⁵/巍山:ly⁵⁵/喜德:tsʼa³³/石屏:tso⁵⁵/盘县:ha⁵¹/隆林:tɕou³³/大方:ndzi³³/毕节:ha³³,1、煨（wei）；2、热（动词）；,煨（wei）/热（动词）；
󳂯,350,󳝀,9,yfyfyfxn,威宁:nge³³/石林:gɛ²¹/巍山:ʑe²¹/喜德:ŋgɯ³³/禄劝:ŋgʼo³³/大方:ŋguɛ³³/石屏:dʑi³³/永仁:gɛ²¹/隆林:ɕi²¹/盘县:ŋgɚ³³/毕节:ŋgua³³,1、疥疮；2、（水痘）；,疥疮/（水痘）；
󳂰,36,󳝁,3,ugjxz,石屏:bæ³³/红河:ba³³/毕节:tʂa³³,索,索
󳂱,162,󳝁,3,ugyxz,威宁:dɯ³³/石林:tɐ³³/红河:ta⁵⁵/巍山:ku⁵⁵、tao⁵⁵/喜德:dɯ³³/禄劝:de³³/石屏:ȵe³³/永仁:me³³/隆林:dɯa²¹/盘县:dɐ³³/大方:dɯ³³/毕节:dɤ³³,1、处（量词）；2、（这）里；3、（哪）里；,处（量词）/（这）里；3、（哪）里；
󳂲,237,󳝁,3,umgxn,威宁:tʂʼu³³/红河:tu⁵⁵/石屏:tu⁵⁵,（蜥蜴）,（蜥蜴）
󳂳,310,󳝁,3,uugxz,威宁:ʑi²¹/石屏:tsæ²¹/大方:ndzo²¹/毕节:ʑi²¹,遗传,遗传
󳂴,372,󳝁,3,uppxz,威宁:ɣʊ²¹/石林:ɣɐ³³/红河:ɣo²¹/巍山:aŋ³³/喜德:ɣa⁵⁵/楚雄:kʼo³³/禄劝:ɣor²¹/大方:ɣʊ²¹/石屏:ɣor²¹/永仁:xo³³/隆林:ɣɔ²¹/毕节:ɣu²¹,（马）鞍,（马）鞍
󳂵,74,󳝁,4,ughhxc,喜德:vu⁵⁵/禄劝:ɣɯr⁵⁵/石屏:ɣɯ²¹,按（摩）,按（摩）
󳂶,84,󳝁,4,ujyxz,石屏:tso²¹/巍山:ka³³/大方:ka³³/毕节:tso²¹,（化脓）,（化脓）
󳂷,267,󳝁,4,ugjxc,喜德:tɕi³³/毕节:tɕi³³,1、（方法）；2、（旁边）；,（方法）/（旁边）；
󳂸,363,󳝁,4,ughpxn,威宁:xo²¹/红河:xa²¹/巍山:xu⁵⁵/喜德:ʂo³³/楚雄:tʂʼu³³/禄劝:xɔ²¹/大方:xo²¹/石屏:xᴀ²¹/永仁:tʂʼur³³/隆林:xo²¹/盘县:xo²¹/毕节:xo³³,洁净、干净,洁净、干净
󳂹,214,󳝁,5,uffxz,威宁:ʈʼʊ⁵⁵/楚雄:kʼe²¹/禄劝:ʈʼɔ⁵⁵/石屏:ʈʼᴀ²¹/大方:ʈʼu⁵⁵,照、映,照、映
󳂺,268,󳝁,7,ufygghxm,威宁:tɕi¹³/红河:tɕi⁵⁵/巍山:kɯ⁵⁵/喜德:tɕɿ³³/大方:tɕi³³/石屏:tɕi⁵⁵/禄劝:tɕi³³/永仁:（ɔ²¹li²¹）tɕi⁴⁴/盘县:tɕi³³/毕节:tɕi³³,1、（白酒、烧酒）；2、（纪俄格，古乌撒地方政权的彝称）；,（白酒、烧酒）/（纪俄格，古乌撒地方政权的彝称）；
󳂻,34,󳝂,2,igxz,石屏:be²¹/毕节:ȵdʑi⁵⁵,笨拙,笨拙
󳂼,48,󳝂,2,iixc,威宁:mbʊ²¹/石林:pu³³/红河:pʼɤ²¹/巍山:pʼɸ²¹/喜德:mur³³/禄劝:mbʼe²¹/大方:mbɯ²¹/石屏:pʼɤr²¹/隆林:pʼɯa⁵⁵/毕节:pʼi¹³,浮肿、水肿,浮肿、水肿
󳂽,100,󳝂,2,ihxn,威宁:dza³³/禄劝:dzar²¹/大方:dze³³/石屏:tɕʼir³³/隆林:tɕi⁵³/大方:dze³³,碎步,碎步
󳂾,151,󳝂,2,ihxn,威宁:di¹³、die¹³/大方:di³³/毕节:di¹³,（铜帽）,（铜帽）
󳂿,160,󳝂,2,igxc,威宁:du²¹/红河:dɯ²¹/石屏:dᴀ³³、du²¹/永仁:pʼa²¹/盘县:dɿ²¹/隆林:dou⁵³/大方:du³³/毕节:du²¹,1、（产）生；2、癸（天干第十位）；3、（后面、后边）；,（产）生/癸（天干第十位）；3、（后面、后边）；
󳃀,210,󳝂,2,ijxc,威宁:ʈu¹³/石林:tɬi²¹/红河:tsʼɤ²¹/巍山:ku⁵⁵/喜德:tɕu³³/楚雄:piu⁵³/禄劝:tu³³/大方:ɳo³³、tu³³/石屏:tu⁵⁵/隆林:tɯ³³/盘县:tu³³/毕节:ʈu³³,（骨）髓,（骨）髓
󳃁,286,󳝂,2,ipxn,大方:tɕʼye⁵⁵/巍山:tɕʼuŋ³³/喜德:tu³³,1、草墩；2、圈（量词）；,草墩/圈（量词）；
󳃂,306,󳝂,2,igxz,威宁:ɕi¹³/石林:ʂi³³/红河:ʂʅ²¹/巍山:xɯ⁵⁵/喜德:sʅ³³/楚雄:ɕi³³/禄劝:ɕi³³/大方:ɕi³³/石屏:ɕi²¹/永仁:ʂi³³/隆林:xi²¹/盘县:ɕi²¹/毕节:ɕi³³,1、死；2、死亡；3、灭亡；4、认输；,死/死亡；3、灭亡；4、认输；
󳃃,319,󳝂,2,ihxz,威宁:kɪ³³/石林:xᴀ³³/红河:tso³³/巍山:pei³³/大方:ko³³/石屏:tso³³/永仁:tʂo³³/隆林:tɕɯa³³/盘县:kɚ³³/毕节:kue³³,杯（子）,杯（子）
󳃄,327,󳝂,2,ihxz,威宁:kʊ³³/红河:ku⁵⁵/喜德:kʼu⁵⁵/大方:kʊ³³/石屏:ku⁵⁵/巍山:ɣɔ²¹/盘县:kɚ³³/隆林:kɔ³³/毕节:ku³³,1、弯；2、（古糯，彝语指贵阳）；,弯/（古糯，彝语指贵阳）；
󳃅,356,󳝂,2,igxz,喜德:ŋa⁵⁵/红河:ŋo⁵⁵/石屏:ŋo⁵⁵/盘县:ŋu²¹/大方:ŋo¹³/毕节:ŋo¹³,掰、扳（开）,掰、扳（开）
󳃆,378,󳝂,2,ihxz,毕节:ʔʊ³³/红河:ȵu³³/石屏:ʔu³³/隆林:ɯ⁵³/大方:ʔʊ³³,（山）顶、（树）梢,（山）顶、（树）梢
󳃇,24,󳝂,3,ighxz,威宁:pʼu⁵⁵/石林:pʼɐ²¹/红河:pʼo²¹/巍山:pa²¹/喜德:pʼa⁵⁵/禄劝:pʼo⁵⁵/大方:pʼu⁵⁵/石屏:pʼo²¹/永仁:pʼo²¹/隆林:pʼɯ²¹/毕节:pʼu⁵⁵,父（母）、（阴）阳、男（女）,父（母）、（阴）阳、男（女）
󳃈,24,󳝂,3,ighxz,威宁:pʼu⁵⁵/巍山:ɤu³³/喜德:ɤua⁵⁵/大方:pʼu⁵⁵/毕节:pʼu⁵⁵,磨（动词、磨面、磨豆腐）,磨（动词、磨面、磨豆腐）
󳃉,36,󳝂,3,igvxn,大方:aɐ³³/红河:ba³³/巍山:mɯ⁵⁵/喜德:ke³³/禄劝:bo²¹/石屏:tɛ²¹/隆林:tɯ⁵³/盘县:bo³³/毕节:bʊ³³,痴呆,痴呆
󳃊,36,󳝂,3,ihhxn,威宁:bo⁵⁵/红河:bɤ²¹/巍山:be²¹/禄劝:pʼa²¹/大方:bɯ⁵⁵/石屏:bɤ⁵⁵/隆林:pʼe¹³/毕节:bo⁵⁵,方、面,方、面
󳃋,47,󳝂,3,igfxz,威宁:mbu³³/石林:ɬo³³（bɛ³³）/红河:ɬa²¹/巍山:pʼa⁵⁵/喜德:ve⁵⁵/楚雄:pʼia³³/禄劝:mbie³³/永仁:pɛ⁵⁵/盘县:bɚ⁵¹/隆林:bɚ⁵¹/大方:ʈʼo¹³mbu⁵⁵,衣裳,衣裳
󳃌,51,󳝂,3,ihfxz,威宁:mɪ³³/石林:me³³/喜德:mi²¹/石屏:mɤ⁵⁵/永仁:mi⁵⁵,平静,平静
󳃍,67,󳝂,3,ihtxb,威宁:fu³³/石林:xɐ²¹/红河:xo³³/巍山:xa²¹/喜德:ʂɯ³³/楚雄:xo²¹/禄劝:xo³³/大方:fu³³/石屏:xo³³/永仁:xo²¹/隆林:xu⁵³/盘县:xʊ³³/毕节:fu³³,肉,肉
󳃎,230,󳝂,3,iigxz,威宁:tʂʊ²¹/石林:tsʼe³³/红河:pʼo⁵⁵/巍山:tsʼai³³/喜德:kɛ³³/楚雄:pʼa²¹、tʂu⁵⁵/隆林:ku⁵³/石屏:pʼo⁵⁵/盘县:tsu³³/大方:tsʊ²¹、tso⁵⁵（tɕe⁵⁵）/毕节:tʂʊ³³,1、（谜语）；2、猜测，推测；,（谜语）/猜测，推测；
󳃏,289,󳝂,3,iqgxn,威宁:dʑɪ²¹/红河:dʑe²¹/巍山:ɕĩ³³/喜德:bo³³/楚雄:tu³³/大方:dʑy²¹/石屏:tɕer²¹ydʑi²¹/隆林:dʑi³³/盘县:dʑɪ⁵¹/毕节:dʑy²¹,1、起始；2、兴起；,起始/兴起；
󳃐,292,󳝂,3,igjxn,喜德:dʑu²¹/大方:tɕʼi⁵⁵/毕节:dʑʊ²¹,（操作）,（操作）
󳃑,298,󳝂,3,ihpxv,威宁:ȵdʑʊ²¹/喜德:ndʑʊ²¹/禄劝:ŋdʐʼʊ³³/大方:ɕie²¹/石屏:dzo³³,（（传说中的）水怪）,（（传说中的）水怪）
󳃒,325,󳝂,3,iivxn,威宁:ku⁵⁵/喜德:（ka³³）kʼu⁵⁵/禄劝:kʼu⁵⁵/大方:ku²¹/石屏:ku⁵⁵/永仁:bi²¹/隆林:kʼɯ²¹/盘县:kʼu⁵⁵/毕节:ku²¹,（火坑）,（火坑）
󳃓,335,󳝂,3,ighxz,威宁:kʼo¹³/石林:kʼo²¹/红河:kʼu²¹/巍山:kʼɔ²¹/喜德:kʼu⁵⁵/楚雄:kʼu⁵⁵/禄劝:kʼor⁵⁵/石屏:kʼu²¹/永仁:kʼu²¹/隆林:kʼu⁵⁵/盘县:kʼur²¹/大方:kʼo¹³/毕节:kʼo¹³,1、年；2、岁；,年/岁；
󳃔,345,󳝂,3,ijxc,威宁:gu³³/石林:dʑɪ³³/巍山:ʂɿr²¹/大方:gu³³/石屏:tɕʼi³³/盘县:gu²¹/毕节:gu³³,史,史
󳃕,360,󳝂,3,igfxm,威宁:xɪ³³/石林:xɯ⁴⁴/红河:xɯr³³/巍山:ha³³/喜德:ɕɿ³³/禄劝:hɚ²¹/大方:xɛ³³/石屏:xɯr³³/隆林:xei⁵³/毕节:xɪ³³,擤（xing）（鼻涕）,擤（xing）（鼻涕）
󳃖,366,󳝂,3,igmxn,威宁:xɯ³³/红河:xɤ³³/石屏:xɤ³³/巍山:so³³/喜德:lɿ³³/盘县:xɯ⁵⁵/隆林:xɯ⁵⁵/大方:tse²¹/毕节:xɯ³³,梭动、移动,梭动、移动
󳃗,389,󳝂,3,ihhxm,威宁:hʊ⁵⁵/喜德:tɕʼi³³/毕节:hu⁵⁵,野牛,野牛
󳃘,31,󳝂,4,ipghxn,威宁:bi²¹/楚雄:no⁵⁵pʼə²¹/隆林:bɯ⁵³/盘县:bu²¹/大方:bɯ⁵⁵/毕节:bi²¹,（葫芦）,（葫芦）
󳃙,31,󳝂,4,igkhxv,威宁:bi²¹/大方:bi²¹/毕节:bi²¹,（天麻）,（天麻）
󳃚,45,󳝂,4,ighhxm,禄劝:bɤ²¹/喜德:lua⁵⁵/大方:ʈʼɐ¹³/毕节:mbu⁵³,起（皮）,起（皮）
󳃛,90,󳝂,4,ihghxn,威宁:tsʼe¹³/石林:tsʼi³³/红河:tsʼɛ²¹/巍山:tɕie⁵⁵/喜德:tsʼɿ³³/楚雄:tsʼɛ³³/禄劝:tsʼç²¹/石屏:tsʼɛ²¹/永仁:tsʼɛ³³/隆林:tɕʼa²¹/大方:tsʼɯ³³/盘县:tɕʼɚ²¹/毕节:tsʼe³³,（动物）油,（动物）油
󳃜,99,󳝂,4,ifgxc,威宁:dze³³、ʑa¹³/红河:ɣo²¹/巍山:ʔo¹³/喜德:ndzɿ³³/楚雄:dɯ³³/大方:dze³³/石屏:ɣor²¹/永仁:dɯ³³/隆林:fi⁵³/毕节:dze³³,1、凶恶（专指兽类）；2、（无中生有）；2、（疔毒）；,凶恶（专指兽类）/（无中生有）/（疔毒）；
󳃝,177,󳝂,4,igghxn,威宁:no¹³/禄劝:fo³³/巍山:ɪr²¹/大方:sɿ²¹/毕节:nu³⁵,舍得,舍得
󳃞,184,󳝂,4,ifgxn,威宁:ɬi³³/红河:ɬe⁵⁵/禄劝:ɬo³³/石屏:ɬi⁵⁵/大方:ʈʼu³³/毕节:ɬi³³,（刀）叶,（刀）叶
󳃟,215,󳝂,4,ifgxn,威宁:ʈʼʊ²¹/石屏:ʔu³³/隆林:ŋɯa²¹/大方:nu³³/毕节:ʈʼu²¹,同意,同意
󳃠,241,󳝂,4,igygxn,威宁:tʂʼʅ²¹/石林:dʑɪ³³/红河:tɕʼe²¹/巍山:dʑi³³/喜德:dʐɯ²¹/楚雄:tɕʼe³³/禄劝:tʂʼe²¹¹/石屏:tɕʼe²¹/永仁:tɕʼe/隆林:tɕe²¹/盘县:dʑɪ⁵⁵/大方:tsʼɿ²¹/毕节:tʂʼi²¹,伸（脚、手）,伸（脚、手）
󳃡,276,󳝂,4,ifhxz,威宁:tɕʊ³³/石林:kɐ⁵⁵/红河:ka³³/巍山:ka²¹/喜德:ka³³/楚雄:tɕo⁵⁵/禄劝:tɕo³³/大方:tɕʊ³³/石屏:tso³³/永仁:ko⁵⁵/隆林:tɕe³³/盘县:tsʊ³³/毕节:tcu³³,李（子）,李（子）
󳃢,304,󳝂,4,igghxn,威宁:ȵa²¹/喜德:nɤ²¹/毕节:ȵa³³,（形容嚼食动词）,（形容嚼食动词）
󳃣,306,󳝂,4,iihdxm,威宁:ɕɪ⁵⁵/红河:be³³/喜德:ma²¹/楚雄:lɔ²¹/禄劝:se³³/石屏:be³³/大方:ɕi³³/毕节:ɕi³³,吧（语气助词）,吧（语气助词）
󳃤,325,󳝂,4,ifhxm,威宁:ku⁵⁵/红河:tʂʅ²¹/喜德:ka⁵⁵/大方:gu⁵⁵/石屏:tsɿ²¹/毕节:ku⁵⁵,盖（使动）,盖（使动）
󳃥,359,󳝂,4,ighhxm,威宁:ŋɯ²¹/大方:ŋɯ²¹/石屏:po²¹/巍山:tʼu²¹/喜德:po²¹/毕节:ŋɯ²¹,浓稠,浓稠
󳃦,370,󳝂,4,ikxz,威宁:ɣo¹³/石林:ɪ²¹/红河:ɣo²¹/巍山:hi²¹（py⁵⁵）/喜德:i²¹（mo²¹）/禄劝:ɣor⁵⁵/大方:ɣo¹³/石屏:ɣo²¹/隆林:hei⁵⁵（pe³³）/毕节:ɣo¹³,1、腹；2、（受贿）；3、（怀孕）；,腹/（受贿）；3、（怀孕）；
󳃧,13,󳝂,5,ikqxz,石林:pu¹³/石林:pu⁴⁴/红河:pu⁵⁵/巍山:ku⁵⁵/喜德:pu³³/楚雄:piu³³/禄劝:pu³³/大方:pu³³/石屏:pu⁵⁵/永仁:pur³³/隆林:pɯ³³/盘县:pɯ⁵³/毕节:pu³³,刺猬,刺猬
󳃨,14,󳝂,5,iyhthxz,威宁:pu²¹/大方:kʼɯ³³/盘县:pu²¹/禄劝:ɤər²¹/石屏:ær³³/毕节:dɪ³³,耢（lào）（地）,耢（lào）（地）
󳃩,106,󳝂,5,iffxc,威宁:dzɯ²¹/红河:tɕi⁵⁵/巍山:tɕiŋ⁵⁵/禄劝:dze²¹/大方:zɯ²¹/石屏:tɕi³³,尊敬,尊敬
󳃪,200,󳝂,5,idjxm,禄劝:lɔ³³/石屏:be³³/毕节:lo¹³,1、呀（语气助词）；2、（1、稍微；2、一下）；,呀（语气助词）/（稍微/一下）；
󳃫,234,󳝂,5,ihpghxv,威宁:tʂʼa³³/红河:bo²¹/石屏:tɕʼi⁵⁵/大方:tsʼa¹³/毕节:tʂʼa¹³,（非正常死亡）,（非正常死亡）
󳃬,104,󳝂,6,ijjhxm,威宁:dzu²¹bo³³/红河:dzɿ²¹/喜德:ʐɯ²¹/楚雄:vɛ¹³/石屏:dzɿ²¹/大方:dze³³/毕节:ndʐu²¹,1、集中；2、（列席、到会）；3、（相会）；,集中/（列席、到会）；3、（相会）；
󳃭,124,󳝂,6,ikhjxn,威宁:zɯ³³/大方:ʑi⁵⁵/毕节:zɿ⁵⁵,操纵、统管,操纵、统管
󳃮,156,󳝂,6,ighdxm,喜德:do³³/石屏:do³³/毕节:do²¹,1、（乱说）；2、（话多）；,（乱说）/（话多）；
󳃯,331,󳝂,6,ifvfxn,威宁:kʼɪ³³/石林:kʼɤ²¹/红河:tɕʼɤ²¹/巍山:kʼo²¹/喜德:ɕi⁵⁵/楚雄:kʼa⁵⁵/禄劝:tɕʼɤ⁵⁵/大方:kʼɛ³³/石屏:tsʼɤr²¹/隆林:tɕɯa⁵⁵/盘县:kʼɯ²¹/毕节:kʼi³³,1、咬；2、咬（使动）；,咬/咬（使动）；
󳃰,52,󳝂,7,ijkmxn,威宁:mɪ¹³/巍山:ɣɔ²¹/大方:ŋgo¹³bmɪ¹³,微弯,微弯
󳃱,266,󳝂,7,ifpghhxm,威宁:tɕi⁵⁵/巍山:ke¹³/禄劝:tɕe⁵⁵/大方:tɕi⁵⁵/盘县:kɯ²¹/毕节:tɕi⁵⁵,隔（动词）,隔（动词）
󳃲,170,󳝃,2,ooxc,威宁:ndɯ²¹/石林:ni⁵⁵/红河:tsʼi⁵⁵/巍山:na²¹/喜德:pu²¹/禄劝:ndʼo²¹/石屏:tɕi⁵⁵/毕节:ndɤ²¹,（荨（qian）麻）,（荨（qian）麻）
󳃳,73,󳝃,3,oohxm,石屏:va⁵⁵/大方:ndza³³/毕节:va³³,（窥探）,（窥探）
󳃴,340,󳝄,2,jgxc,威宁:kʼɯ³³/巍山:tsu³³/禄劝:ku³³/石屏:ku⁵⁵/隆林:kʼi⁵³/毕节:kʼu³³,租,租
